attendance,away_team,game_type,home_team,venue,day_of_week,sky,total_runs,game_hours_dec,season,home_team_outcome
32987,Colorado Rockies,Night Game,Arizona Diamondbacks,Chase Field,Saturday,In Dome,7,3.266666667,regular,Loss
29589,Los Angeles Angels of Anaheim,Night Game,Texas Rangers,Globe Life Park in Arlington,Friday,Unknown,6,2.583333333,regular,Win
13679,Toronto Blue Jays,Night Game,Tampa Bay Rays,Tropicana Field,Friday,In Dome,7,2.716666667,regular,Loss
45246,Washington Nationals,Night Game,St. Louis Cardinals,Busch Stadium III,Friday,Unknown,9,2.766666667,regular,Loss
38684,Kansas City Royals,Night Game,Seattle Mariners,Safeco Field,Friday,Cloudy,1,2.816666667,regular,Win
29938,Cincinnati Reds,Night Game,Pittsburgh Pirates,PNC Park,Friday,Unknown,5,2.683333333,regular,Win
18677,Cleveland Indians,Night Game,Philadelphia Phillies,Citizens Bank Park,Friday,Unknown,7,3.333333333,regular,Win
20159,Houston Astros,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Friday,Cloudy,11,3.216666667,regular,Win
39764,San Francisco Giants,Night Game,New York Mets,Citi Field,Friday,Unknown,14,3.283333333,regular,Win
23049,Detroit Tigers,Night Game,Minnesota Twins,Target Field,Friday,Sunny,11,3.15,regular,Loss
23215,Miami Marlins,Night Game,Milwaukee Brewers,Miller Park,Friday,In Dome,9,3.033333333,regular,Loss
49686,San Diego Padres,Night Game,Los Angeles Dodgers,Dodger Stadium,Friday,Sunny,6,3.016666667,regular,Loss
34007,Atlanta Braves,Day Game,Chicago Cubs,Wrigley Field,Friday,Unknown,7,2.633333333,regular,Win
37115,New York Yankees,Night Game,Boston Red Sox,Fenway Park,Friday,Cloudy,6,2.833333333,regular,Win
19912,Chicago White Sox,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Friday,Overcast,9,2.5,regular,Win
23004,Colorado Rockies,Night Game,Arizona Diamondbacks,Chase Field,Friday,Sunny,9,3.35,regular,Loss
22112,Philadelphia Phillies,Day Game,Washington Nationals,Nationals Park,Thursday,Drizzle,3,2.983333333,regular,Loss
44009,Miami Marlins,Night Game,Los Angeles Dodgers,Dodger Stadium,Thursday,Sunny,8,2.85,regular,Loss
26200,Oakland Athletics,Day Game,Detroit Tigers,Comerica Park,Thursday,Overcast,10,3.066666667,regular,Win
32734,Milwaukee Brewers,Day Game,Chicago Cubs,Wrigley Field,Thursday,Overcast,9,3.75,regular,Win
32232,Atlanta Braves,Night Game,Boston Red Sox,Fenway Park,Thursday,Unknown,8,3.366666667,regular,Loss
14568,Chicago White Sox,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Thursday,Overcast,12,3.166666667,regular,Win
18933,St. Louis Cardinals,Night Game,Arizona Diamondbacks,Chase Field,Thursday,Sunny,3,2.416666667,regular,Win
24186,Philadelphia Phillies,Night Game,Washington Nationals,Nationals Park,Wednesday,Overcast,3,2.983333333,regular,Loss
28759,Chicago White Sox,Night Game,Toronto Blue Jays,Rogers Centre,Wednesday,In Dome,4,2.866666667,regular,Loss
35477,New York Yankees,Night Game,Texas Rangers,Globe Life Park in Arlington,Wednesday,Sunny,5,2.733333333,regular,Win
11850,Baltimore Orioles,Night Game,Tampa Bay Rays,Tropicana Field,Wednesday,In Dome,4,2.716666667,regular,Loss
14173,Houston Astros,Night Game,Seattle Mariners,Safeco Field,Wednesday,Unknown,11,3.383333333,regular,Loss
31481,Cincinnati Reds,Night Game,New York Mets,Citi Field,Wednesday,Sunny,7,2.9,regular,Win
17746,Cleveland Indians,Night Game,Minnesota Twins,Target Field,Wednesday,Overcast,11,3.533333333,regular,Loss
38909,Miami Marlins,Night Game,Los Angeles Dodgers,Dodger Stadium,Wednesday,Sunny,2,3.05,regular,Loss
22636,Oakland Athletics,Night Game,Detroit Tigers,Comerica Park,Wednesday,Cloudy,13,3.383333333,regular,Win
21354,Pittsburgh Pirates,Night Game,Colorado Rockies,Coors Field,Wednesday,Cloudy,17,4.966666667,regular,Loss
33380,Atlanta Braves,Night Game,Boston Red Sox,Fenway Park,Wednesday,Cloudy,13,3.033333333,regular,Win
18339,St. Louis Cardinals,Night Game,Arizona Diamondbacks,Chase Field,Wednesday,Cloudy,15,3.533333333,regular,Loss
35142,Kansas City Royals,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Wednesday,Sunny,6,2.85,regular,Win
25097,Philadelphia Phillies,Night Game,Washington Nationals,Nationals Park,Tuesday,Cloudy,7,3.416666667,regular,Loss
23726,Chicago White Sox,Night Game,Toronto Blue Jays,Rogers Centre,Tuesday,In Dome,11,2.583333333,regular,Loss
26163,New York Yankees,Night Game,Texas Rangers,Globe Life Park in Arlington,Tuesday,Unknown,11,2.316666667,regular,Win
10988,Baltimore Orioles,Night Game,Tampa Bay Rays,Tropicana Field,Tuesday,In Dome,4,2.733333333,regular,Win
41413,San Diego Padres,Night Game,San Francisco Giants,AT&T Park,Tuesday,Cloudy,1,2.466666667,regular,Win
13821,Houston Astros,Night Game,Seattle Mariners,Safeco Field,Tuesday,Unknown,12,3.033333333,regular,Win
26978,Cincinnati Reds,Night Game,New York Mets,Citi Field,Tuesday,Unknown,7,2.966666667,regular,Win
17493,Cleveland Indians,Night Game,Minnesota Twins,Target Field,Tuesday,Overcast,11,2.866666667,regular,Win
41102,Miami Marlins,Night Game,Los Angeles Dodgers,Dodger Stadium,Tuesday,Sunny,9,3.033333333,regular,Loss
22256,Oakland Athletics,Night Game,Detroit Tigers,Comerica Park,Tuesday,Unknown,6,2.633333333,regular,Loss
20227,Pittsburgh Pirates,Night Game,Colorado Rockies,Coors Field,Tuesday,Cloudy,13,3.316666667,regular,Loss
35861,Milwaukee Brewers,Night Game,Chicago Cubs,Wrigley Field,Tuesday,Unknown,7,3.15,regular,Win
23487,Boston Red Sox,Night Game,Atlanta Braves,Turner Field,Tuesday,Cloudy,15,2.866666667,regular,Loss
19074,St. Louis Cardinals,Night Game,Arizona Diamondbacks,Chase Field,Tuesday,Sunny,10,2.783333333,regular,Loss
34428,Kansas City Royals,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Tuesday,Cloudy,13,3.033333333,regular,Win
31061,Kansas City Royals,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Monday,Unknown,7,2.983333333,regular,Win
35397,Minnesota Twins,Day Game,Washington Nationals,Nationals Park,Sunday,Sunny,11,5.933333333,regular,Win
46300,Oakland Athletics,Day Game,Toronto Blue Jays,Rogers Centre,Sunday,In Dome,9,2.733333333,regular,Win
41509,Miami Marlins,Day Game,San Francisco Giants,AT&T Park,Sunday,Cloudy,9,3.233333333,regular,Loss
37395,St. Louis Cardinals,Day Game,San Diego Padres,Petco Park,Sunday,Sunny,13,3.583333333,regular,Loss
40981,Tampa Bay Rays,Day Game,New York Yankees,Yankee Stadium III,Sunday,Sunny,9,2.833333333,regular,Loss
28131,Philadelphia Phillies,Day Game,Milwaukee Brewers,Miller Park,Sunday,In Dome,13,2.816666667,regular,Win
34748,Baltimore Orioles,Day Game,Kansas City Royals,Kauffman Stadium,Sunday,Sunny,7,2.7,regular,Win
32416,Boston Red Sox,Night Game,Houston Astros,Minute Maid Park,Sunday,In Dome,12,5.05,regular,Loss
31947,Cleveland Indians,Day Game,Detroit Tigers,Comerica Park,Sunday,Sunny,9,3.333333333,regular,Loss
35962,Los Angeles Dodgers,Day Game,Colorado Rockies,Coors Field,Sunday,Unknown,22,4.033333333,regular,Loss
36220,Chicago Cubs,Day Game,Cincinnati Reds,Great American Ball Park,Sunday,Sunny,9,3.133333333,regular,Loss
26058,Texas Rangers,Day Game,Chicago White Sox,U.S. Cellular Field,Sunday,Cloudy,5,2.866666667,regular,Win
32085,New York Mets,Day Game,Atlanta Braves,Turner Field,Sunday,Sunny,5,2.933333333,regular,Loss
27573,Pittsburgh Pirates,Day Game,Arizona Diamondbacks,Chase Field,Sunday,In Dome,22,5.416666667,regular,Loss
37754,Seattle Mariners,Day Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Sunday,Cloudy,13,2.716666667,regular,Loss
35974,Minnesota Twins,Day Game,Washington Nationals,Nationals Park,Saturday,Cloudy,2,2.65,regular,Win
46334,Oakland Athletics,Day Game,Toronto Blue Jays,Rogers Centre,Saturday,In Dome,12,2.633333333,regular,Win
41886,Miami Marlins,Night Game,San Francisco Giants,AT&T Park,Saturday,Cloudy,9,2.766666667,regular,Win
31688,St. Louis Cardinals,Night Game,San Diego Padres,Petco Park,Saturday,Sunny,13,3.1,regular,Loss
40714,Tampa Bay Rays,Day Game,New York Yankees,Yankee Stadium III,Saturday,Unknown,5,2.916666667,regular,Win
34813,Philadelphia Phillies,Night Game,Milwaukee Brewers,Miller Park,Saturday,In Dome,16,4,regular,Loss
39900,Baltimore Orioles,Night Game,Kansas City Royals,Kauffman Stadium,Saturday,Sunny,11,3.066666667,regular,Loss
40232,Boston Red Sox,Day Game,Houston Astros,Minute Maid Park,Saturday,Cloudy,11,3.466666667,regular,Win
31163,Cleveland Indians,Day Game,Detroit Tigers,Comerica Park,Saturday,Sunny,11,2.683333333,regular,Loss
42179,Los Angeles Dodgers,Night Game,Colorado Rockies,Coors Field,Saturday,Unknown,5,3.15,regular,Loss
41660,Chicago Cubs,Night Game,Cincinnati Reds,Great American Ball Park,Saturday,Sunny,18,3.316666667,regular,Win
20182,Texas Rangers,Day Game,Chicago White Sox,U.S. Cellular Field,Saturday,Sunny,7,3.95,regular,Win
35230,New York Mets,Night Game,Atlanta Braves,Turner Field,Saturday,Sunny,10,3,regular,Loss
32935,Pittsburgh Pirates,Night Game,Arizona Diamondbacks,Chase Field,Saturday,In Dome,8,2.966666667,regular,Win
41058,Seattle Mariners,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Saturday,Sunny,6,2.75,regular,Win
27684,Minnesota Twins,Night Game,Washington Nationals,Nationals Park,Friday,Overcast,12,2.85,regular,Win
34251,Oakland Athletics,Night Game,Toronto Blue Jays,Rogers Centre,Friday,In Dome,13,3.35,regular,Loss
41760,Miami Marlins,Night Game,San Francisco Giants,AT&T Park,Friday,Cloudy,9,3.15,regular,Win
30074,St. Louis Cardinals,Night Game,San Diego Padres,Petco Park,Friday,Cloudy,5,2.583333333,regular,Win
31843,Tampa Bay Rays,Night Game,New York Yankees,Yankee Stadium III,Friday,Unknown,9,3.033333333,regular,Win
23439,Philadelphia Phillies,Night Game,Milwaukee Brewers,Miller Park,Friday,In Dome,7,2.8,regular,Loss
29546,Baltimore Orioles,Night Game,Kansas City Royals,Kauffman Stadium,Friday,Cloudy,6,2.516666667,regular,Win
26672,Boston Red Sox,Night Game,Houston Astros,Minute Maid Park,Friday,Sunny,8,3.466666667,regular,Loss
25086,Cleveland Indians,Night Game,Detroit Tigers,Comerica Park,Friday,Unknown,3,2.766666667,regular,Loss
37153,Los Angeles Dodgers,Night Game,Colorado Rockies,Coors Field,Friday,Cloudy,12,3.45,regular,Win
25940,Chicago Cubs,Night Game,Cincinnati Reds,Great American Ball Park,Friday,Unknown,9,3.05,regular,Loss
15486,Texas Rangers,Night Game,Chicago White Sox,U.S. Cellular Field,Friday,Cloudy,5,2.683333333,regular,Win
21173,New York Mets,Night Game,Atlanta Braves,Turner Field,Friday,Cloudy,9,3.35,regular,Loss
27829,Pittsburgh Pirates,Night Game,Arizona Diamondbacks,Chase Field,Friday,Sunny,15,3.2,regular,Loss
40755,Seattle Mariners,Night Game,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,Friday,Cloudy,7,3.383333333,regular,Loss
25886,Houston Astros,Night Game,Texas Rangers,Globe Life Park in Arlington,Thursday,Cloudy,11,2.7,regular,Win
41052,Arizona Diamondbacks,Day Game,San Francisco Giants,AT&T Park,Thursday,Overcast,8,3.166666667,regular,Loss
20387,Pittsburgh Pirates,Night Game,San Diego Padres,Petco Park,Thursday,Sunny,12,3.25,regular,Loss
33818,Oakland Athletics,Night Game,New York Yankees,Yankee Stadium III,Thursday,Cloudy,10,3.3,regular,Loss
30107,Minnesota Twins,Day Game,Milwaukee Brewers,Miller Park,Thursday,In Dome,9,3.3,regular,Loss
17395,Washington Nationals,Day Game,Miami Marlins,Marlins Park,Thursday,In Dome,6,2.633333333,regular,Win
30763,Detroit Tigers,Night Game,Kansas City Royals,Kauffman Stadium,Thursday,Cloudy,4,2.866666667,regular,Win
11525,Seattle Mariners,Day Game,Cleveland Indians,Progressive Field,Thursday,Rain,17,3.933333333,regular,Loss
11418,Los Angeles Angels of Anaheim,Day Game,Chicago White Sox,U.S. Cellular Field,Thursday,Cloudy,5,2.8,regular,Loss
37954,Tampa Bay Rays,Day Game,Boston Red Sox,Fenway Park,Thursday,Cloudy,20,4.266666667,regular,Loss
17644,Toronto Blue Jays,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Thursday,Unknown,5,3.15,regular,Win
18431,Los Angeles Dodgers,Day Game,Atlanta Braves,Turner Field,Thursday,Sunny,3,3.466666667,regular,Loss
25821,Houston Astros,Night Game,Texas Rangers,Globe Life Park in Arlington,Wednesday,Unknown,3,3.166666667,regular,Win
43093,Chicago Cubs,Day Game,St. Louis Cardinals,Busch Stadium III,Wednesday,Unknown,8,2.666666667,regular,Win
41497,Arizona Diamondbacks,Night Game,San Francisco Giants,AT&T Park,Wednesday,Cloudy,3,2.9,regular,Loss
20681,Pittsburgh Pirates,Night Game,San Diego Padres,Petco Park,Wednesday,Sunny,10,2.983333333,regular,Win
20057,New York Mets,Night Game,Philadelphia Phillies,Citizens Bank Park,Wednesday,Sunny,9,4.05,regular,Win
37396,Oakland Athletics,Night Game,New York Yankees,Yankee Stadium III,Wednesday,Sunny,7,2.95,regular,Loss
21087,Minnesota Twins,Night Game,Milwaukee Brewers,Miller Park,Wednesday,In Dome,15,3.366666667,regular,Win
16961,Washington Nationals,Night Game,Miami Marlins,Marlins Park,Wednesday,In Dome,4,2.55,regular,Loss
28928,Detroit Tigers,Night Game,Kansas City Royals,Kauffman Stadium,Wednesday,Cloudy,5,3.133333333,regular,Loss
9890,Seattle Mariners,Night Game,Cleveland Indians,Progressive Field,Wednesday,Cloudy,3,2.8,regular,Loss
12979,Colorado Rockies,Day Game,Cincinnati Reds,Great American Ball Park,Wednesday,Cloudy,11,2.916666667,regular,Win
12785,Los Angeles Angels of Anaheim,Day Game,Chicago White Sox,U.S. Cellular Field,Wednesday,Unknown,3,2.983333333,regular,Win
31689,Tampa Bay Rays,Night Game,Boston Red Sox,Fenway Park,Wednesday,Cloudy,10,3.033333333,regular,Win
15404,Toronto Blue Jays,Night Game,Baltimore Orioles,Oriole Park at Camden Yards,Wednesday,Sunny,7,3.366666667,regular,Win
16087,Los Angeles Dodgers,Night Game,Atlanta Braves,Turner Field,Wednesday,Cloudy,8,3.9,regular,Loss
24181,Houston Astros,Night Game,Texas Rangers,Globe Life Park in Arlington,Tuesday,Overcast,12,3.366666667,regular,Win
43841,Chicago Cubs,Night Game,St. Louis Cardinals,Busch Stadium III,Tuesday,Overcast,3,3.333333333,regular,Loss
41218,Arizona Diamondbacks,Night Game,San Francisco Giants,AT&T Park,Tuesday,Cloudy,3,3.133333333,regular,Loss
19449,Pittsburgh Pirates,Night Game,San Diego Padres,Petco Park,Tuesday,Cloudy,9,4.016666667,regular,Win
22417,New York Mets,Night Game,Philadelphia Phillies,Citizens Bank Park,Tuesday,Cloudy,12,3.05,regular,Loss
31952,Oakland Athletics,Night Game,New York Yankees,Yankee Stadium III,Tuesday,Sunny,5,3.5,regular,Loss
17597,Milwaukee Brewers,Day Game,Minnesota Twins,Target Field,Tuesday,Overcast,11,3.383333333,regular,Loss
16529,Washington Nationals,Night Game,Miami Marlins,Marlins Park,Tuesday,In Dome,7,2.633333333,regular,Loss
26889,Detroit Tigers,Night Game,Kansas City Royals,Kauffman Stadium,Tuesday,Unknown,14,3.133333333,regular,Win
9393,Seattle Mariners,Night Game,Cleveland Indians,Progressive Field,Tuesday,Cloudy,5,2.933333333,regular,Win
13240,Colorado Rockies,Night Game,Cincinnati Reds,Great American Ball Park,Tuesday,Cloudy,7,2.866666667,regular,Win
12093,Los Angeles Angels of Anaheim,Night Game,Chicago White Sox,U.S. Cellular Field,Tuesday,Unknown,5,2.766666667,regular,Win
32061,Tampa Bay Rays,Night Game,Boston Red Sox,Fenway Park,Tuesday,Cloudy,3,3.416666667,regular,Loss
30520,Arizona Diamondbacks,Day Game,San Diego Padres,Petco Park,Sunday,Sunny,10,2.616666667,regular,Loss
31124,Milwaukee Brewers,Day Game,Pittsburgh Pirates,PNC Park,Sunday,Sunny,12,3.516666667,regular,Win
37378,Washington Nationals,Day Game,Philadelphia Phillies,Citizens Bank Park,Sunday,Sunny,5,3.4,regular,Win
29668,Kansas City Royals,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Sunday,Sunny,5,2.616666667,regular,Win
43856,Seattle Mariners,Day Game,New York Yankees,Yankee Stadium III,Sunday,Sunny,7,2.566666667,regular,Win
25932,Los Angeles Angels of Anaheim,Day Game,Minnesota Twins,Target Field,Sunday,Cloudy,5,4.033333333,regular,Win
24780,Atlanta Braves,Day Game,Miami Marlins,Marlins Park,Sunday,In Dome,11,3.483333333,regular,Loss
48911,San Francisco Giants,Night Game,Los Angeles Dodgers,Dodger Stadium,Sunday,Sunny,4,2.7,regular,Win
30657,Detroit Tigers,Day Game,Houston Astros,Minute Maid Park,Sunday,In Dome,9,3.216666667,regular,Win
17621,New York Mets,Day Game,Cleveland Indians,Progressive Field,Sunday,Sunny,6,2.533333333,regular,Loss
41678,Colorado Rockies,Day Game,Chicago Cubs,Wrigley Field,Sunday,Sunny,2,2.633333333,regular,Loss
37217,Toronto Blue Jays,Day Game,Boston Red Sox,Fenway Park,Sunday,Sunny,8,3.15,regular,Loss
39493,Baltimore Orioles,Night Game,Texas Rangers,Globe Life Park in Arlington,Saturday,Unknown,12,2.8,regular,Win
30451,Chicago White Sox,Night Game,Tampa Bay Rays,Tropicana Field,Saturday,In Dome,9,2.866666667,regular,Win
44425,Cincinnati Reds,Day Game,St. Louis Cardinals,Busch Stadium III,Saturday,Sunny,17,3.2,regular,Loss
34051,Arizona Diamondbacks,Night Game,San Diego Padres,Petco Park,Saturday,Sunny,8,5.416666667,regular,Win
34957,Milwaukee Brewers,Night Game,Pittsburgh Pirates,PNC Park,Saturday,Sunny,5,2.866666667,regular,Win
30320,Washington Nationals,Night Game,Philadelphia Phillies,Citizens Bank Park,Saturday,Cloudy,9,2.616666667,regular,Loss
25564,Kansas City Royals,Day Game,Oakland Athletics,Oakland-Alameda County Coliseum,Saturday,Cloudy,8,3.033333333,regular,Win
38574,Seattle Mariners,Day Game,New York Yankees,Yankee Stadium III,Saturday,Sunny,5,3.35,regular,Loss
27464,Los Angeles Angels of Anaheim,Day Game,Minnesota Twins,Target Field,Saturday,Cloudy,10,2.916666667,regular,Win
33123,Atlanta Braves,Night Game,Miami Marlins,Marlins Park,Saturday,In Dome,10,2.916666667,regular,Loss
53409,San Francisco Giants,Night Game,Los Angeles Dodgers,Dodger Stadium,Saturday,Sunny,7,3.533333333,regular,Loss
30013,Detroit Tigers,Night Game,Houston Astros,Minute Maid Park,Saturday,In Dome,8,3.283333333,regular,Loss
20165,New York Mets,Day Game,Cleveland Indians,Progressive Field,Saturday,Sunny,12,2.9,regular,Win
41702,Colorado Rockies,Day Game,Chicago Cubs,Wrigley Field,Saturday,Sunny,8,2.65,regular,Win
36267,Toronto Blue Jays,Day Game,Boston Red Sox,Fenway Park,Saturday,Cloudy,6,2.716666667,regular,Win
32628,Baltimore Orioles,Night Game,Texas Rangers,Globe Life Park in Arlington,Friday,Sunny,16,2.783333333,regular,Loss
16801,Chicago White Sox,Night Game,Tampa Bay Rays,Tropicana Field,Friday,In Dome,1,2.383333333,regular,Loss
44997,Cincinnati Reds,Night Game,St. Louis Cardinals,Busch Stadium III,Friday,Sunny,17,2.516666667,regular,Win
28955,Arizona Diamondbacks,Night Game,San Diego Padres,Petco Park,Friday,Sunny,5,3.133333333,regular,Loss
24280,Milwaukee Brewers,Night Game,Pittsburgh Pirates,PNC Park,Friday,Sunny,12,3.5,regular,Loss
22624,Washington Nationals,Night Game,Philadelphia Phillies,Citizens Bank Park,Friday,Sunny,10,3.183333333,regular,Loss
19451,Kansas City Royals,Night Game,Oakland Athletics,Oakland-Alameda County Coliseum,Friday,Sunny,6,3.25,regular,Loss
35531,Seattle Mariners,Night Game,New York Yankees,Yankee Stadium III,Friday,Sunny,8,3.3,regular,Loss
22461,Los Angeles Angels of Anaheim,Night Game,Minnesota Twins,Target Field,Friday,Unknown,9,3.483333333,regular,Win
18071,Atlanta Braves,Night Game,Miami Marlins,Marlins Park,Friday,In Dome,9,3.083333333,regular,Loss
53449,San Francisco Giants,Night Game,Los Angeles Dodgers,Dodger Stadium,Friday,Sunny,10,2.75,regular,Win
30092,Detroit Tigers,Night Game,Houston Astros,Minute Maid Park,Friday,Cloudy,1,2.566666667,regular,Win
15365,New York Mets,Night Game,Cleveland Indians,Progressive Field,Friday,Sunny,11,3.616666667,regular,Loss
34437,Colorado Rockies,Day Game,Chicago Cubs,Wrigley Field,Friday,Sunny,7,2.983333333,regular,Loss
31415,Toronto Blue Jays,Night Game,Boston Red Sox,Fenway Park,Friday,Sunny,8,3.033333333,regular,Win
21144,Atlanta Braves,Day Game,Washington Nationals,Nationals Park,Thursday,Sunny,8,2.483333333,regular,Win
36238,New York Yankees,Night Game,Toronto Blue Jays,Rogers Centre,Thursday,In Dome,6,2.366666667,regular,Win
22820,Baltimore Orioles,Night Game,Texas Rangers,Globe Life Park in Arlington,Thursday,Cloudy,9,2.783333333,regular,Win
10715,Cleveland Indians,Day Game,Tampa Bay Rays,Tropicana Field,Thursday,In Dome,6,3.333333333,regular,Loss
40168,Milwaukee Brewers,Day Game,St. Louis Cardinals,Busch Stadium III,Thursday,Sunny,7,2.483333333,regular,Win
